     0	 20565.81445	     9.63143
    50	  3292.57910	     1.42472
   100	  1335.60352	     0.53794
   150	   742.93732	     0.28065
   200	   481.75239	     0.17184
   250	   341.50788	     0.11569
   300	   256.13273	     0.08288
   350	   200.10672	     0.06209
   400	   160.92485	     0.04807
   450	   132.21458	     0.03817
   500	   110.43274	     0.03094
   550	    93.54803	     0.02549
   600	    80.13382	     0.02130
   650	    69.18748	     0.01800
   700	    60.28840	     0.01538
   750	    52.83400	     0.01325
   800	    46.58766	     0.01150
   850	    41.26692	     0.01005
   900	    36.69045	     0.00883
   950	    32.75212	     0.00781
  1000	    29.34295	     0.00694
  1050	    26.36045	     0.00619
  1100	    23.75254	     0.00555
  1150	    21.44042	     0.00499
  1200	    19.40750	     0.00450
  1250	    17.59624	     0.00408
  1300	    15.98041	     0.00370
  1350	    14.53914	     0.00337
  1400	    13.25549	     0.00307
  1450	    12.09744	     0.00281
  1500	    11.05806	     0.00258
  1550	    10.11380	     0.00237
  1600	     9.26735	     0.00218
  1650	     8.49428	     0.00201
  1700	     7.80028	     0.00185
  1750	     7.16787	     0.00171
  1800	     6.58868	     0.00159
  1850	     6.06566	     0.00147
  1900	     5.58811	     0.00137
  1950	     5.14545	     0.00127
  2000	     4.74693	     0.00118
  2050	     4.38123	     0.00110
  2100	     4.04752	     0.00103
  2150	     3.73825	     0.00096
  2200	     3.45583	     0.00089
  2250	     3.19626	     0.00084
  2300	     2.96007	     0.00078
  2350	     2.74120	     0.00073
  2400	     2.53949	     0.00069
  2450	     2.35412	     0.00064
  2500	     2.18194	     0.00060
  2550	     2.02434	     0.00057
  2600	     1.87897	     0.00053
  2650	     1.74330	     0.00050
  2700	     1.62022	     0.00047
  2750	     1.50439	     0.00044
  2800	     1.39807	     0.00042
  2850	     1.29984	     0.00039
  2900	     1.20854	     0.00037
  2950	     1.12437	     0.00035
  3000	     1.04639	     0.00033
  3050	     0.97405	     0.00031
  3100	     0.90720	     0.00029
  3150	     0.84439	     0.00028
  3200	     0.78605	     0.00026
  3250	     0.73252	     0.00025
  3300	     0.68238	     0.00023
  3350	     0.63607	     0.00022
  3400	     0.59335	     0.00021
  3450	     0.55301	     0.00020
  3500	     0.51625	     0.00019
  3550	     0.48134	     0.00018
  3600	     0.44927	     0.00017
  3650	     0.41919	     0.00016
  3700	     0.39152	     0.00015
  3750	     0.36518	     0.00014
  3800	     0.34105	     0.00013
  3850	     0.31850	     0.00013
  3900	     0.29763	     0.00012
  3950	     0.27825	     0.00011
  4000	     0.25996	     0.00011
  4050	     0.24267	     0.00010
  4100	     0.22690	     0.00010
  4150	     0.21215	     0.00009
  4200	     0.19816	     0.00009
  4250	     0.18519	     0.00008
  4300	     0.17339	     0.00008
  4350	     0.16215	     0.00007
  4400	     0.15182	     0.00007
  4450	     0.14196	     0.00007
  4500	     0.13282	     0.00006
  4550	     0.12446	     0.00006
  4600	     0.11654	     0.00006
  4650	     0.10911	     0.00005
  4700	     0.10197	     0.00005
  4750	     0.09554	     0.00005
  4800	     0.08946	     0.00005
  4850	     0.08372	     0.00004
  4900	     0.07847	     0.00004
  4950	     0.07343	     0.00004
