     0	 19269.86865	     3.17852
    50	  3153.25112	     0.45745
   100	  1300.48088	     0.17029
   150	   726.62806	     0.08843
   200	   472.23681	     0.05410
   250	   335.31098	     0.03645
   300	   252.23198	     0.02614
   350	   197.53763	     0.01959
   400	   159.24152	     0.01517
   450	   131.15402	     0.01205
   500	   109.83113	     0.00976
   550	    93.20658	     0.00804
   600	    79.97910	     0.00671
   650	    69.20426	     0.00567
   700	    60.32403	     0.00483
   750	    52.92792	     0.00416
   800	    46.68902	     0.00361
   850	    41.37230	     0.00315
   900	    36.80612	     0.00276
   950	    32.85616	     0.00244
  1000	    29.41940	     0.00216
  1050	    26.43031	     0.00193
  1100	    23.78097	     0.00173
  1150	    21.44827	     0.00155
  1200	    19.38555	     0.00140
  1250	    17.55323	     0.00127
  1300	    15.91775	     0.00116
  1350	    14.45684	     0.00106
  1400	    13.14887	     0.00097
  1450	    11.97776	     0.00089
  1500	    10.92606	     0.00081
  1550	     9.98421	     0.00075
  1600	     9.13684	     0.00068
  1650	     8.37638	     0.00063
  1700	     7.69107	     0.00058
  1750	     7.07641	     0.00053
  1800	     6.52493	     0.00049
  1850	     6.03092	     0.00046
  1900	     5.58665	     0.00042
  1950	     5.17726	     0.00039
  2000	     4.77067	     0.00036
  2050	     4.39742	     0.00034
  2100	     4.05411	     0.00032
  2150	     3.74023	     0.00030
  2200	     3.45078	     0.00028
  2250	     3.18476	     0.00026
  2300	     2.93978	     0.00024
  2350	     2.71386	     0.00023
  2400	     2.50760	     0.00021
  2450	     2.31793	     0.00020
  2500	     2.14319	     0.00019
  2550	     1.98341	     0.00018
  2600	     1.83716	     0.00017
  2650	     1.70415	     0.00016
  2700	     1.58200	     0.00015
  2750	     1.47195	     0.00014
  2800	     1.37105	     0.00013
  2850	     1.28030	     0.00012
  2900	     1.19815	     0.00011
  2950	     1.11444	     0.00011
  3000	     1.03447	     0.00010
  3050	     0.96075	     0.00010
  3100	     0.89211	     0.00009
  3150	     0.82835	     0.00009
  3200	     0.76939	     0.00008
  3250	     0.71503	     0.00008
  3300	     0.66432	     0.00007
  3350	     0.61774	     0.00007
  3400	     0.57479	     0.00006
  3450	     0.53533	     0.00006
  3500	     0.49873	     0.00006
  3550	     0.46530	     0.00005
  3600	     0.43479	     0.00005
  3650	     0.40681	     0.00005
  3700	     0.38124	     0.00005
  3750	     0.35792	     0.00004
  3800	     0.33333	     0.00004
  3850	     0.31059	     0.00004
  3900	     0.28926	     0.00004
  3950	     0.26950	     0.00004
  4000	     0.25125	     0.00003
  4050	     0.23425	     0.00003
  4100	     0.21841	     0.00003
  4150	     0.20382	     0.00003
  4200	     0.19026	     0.00003
  4250	     0.17779	     0.00003
  4300	     0.16620	     0.00002
  4350	     0.15544	     0.00002
  4400	     0.14568	     0.00002
  4450	     0.13665	     0.00002
  4500	     0.12830	     0.00002
  4550	     0.12049	     0.00002
  4600	     0.11252	     0.00002
  4650	     0.10505	     0.00002
  4700	     0.09809	     0.00002
  4750	     0.09164	     0.00002
  4800	     0.08558	     0.00001
  4850	     0.08000	     0.00001
  4900	     0.07480	     0.00001
  4950	     0.07001	     0.00001
