     0	 20406.49219	     3.06575
    50	  3276.70145	     0.45278
   100	  1331.09149	     0.17068
   150	   741.19478	     0.08895
   200	   481.13249	     0.05443
   250	   341.19292	     0.03662
   300	   256.17614	     0.02623
   350	   200.16064	     0.01965
   400	   160.85367	     0.01521
   450	   132.17307	     0.01207
   500	   110.45511	     0.00979
   550	    93.54610	     0.00806
   600	    80.12049	     0.00674
   650	    69.23662	     0.00570
   700	    60.28070	     0.00486
   750	    52.84324	     0.00419
   800	    46.57667	     0.00364
   850	    41.25794	     0.00318
   900	    36.69231	     0.00279
   950	    32.76107	     0.00247
  1000	    29.34813	     0.00219
  1050	    26.36329	     0.00196
  1100	    23.75087	     0.00175
  1150	    21.44653	     0.00158
  1200	    19.40769	     0.00142
  1250	    17.60079	     0.00129
  1300	    15.98792	     0.00117
  1350	    14.54842	     0.00106
  1400	    13.26062	     0.00097
  1450	    12.09913	     0.00089
  1500	    11.05602	     0.00081
  1550	    10.11822	     0.00075
  1600	     9.26794	     0.00069
  1650	     8.49838	     0.00063
  1700	     7.79979	     0.00059
  1750	     7.16577	     0.00054
  1800	     6.58907	     0.00050
  1850	     6.06359	     0.00047
  1900	     5.58560	     0.00043
  1950	     5.14741	     0.00040
  2000	     4.74778	     0.00037
  2050	     4.38227	     0.00035
  2100	     4.04652	     0.00032
  2150	     3.73934	     0.00030
  2200	     3.45732	     0.00028
  2250	     3.19871	     0.00026
  2300	     2.96027	     0.00025
  2350	     2.74174	     0.00023
  2400	     2.53939	     0.00022
  2450	     2.35375	     0.00020
  2500	     2.18235	     0.00019
  2550	     2.02429	     0.00018
  2600	     1.87869	     0.00017
  2650	     1.74388	     0.00016
  2700	     1.62016	     0.00015
  2750	     1.50479	     0.00014
  2800	     1.39826	     0.00013
  2850	     1.30024	     0.00012
  2900	     1.20892	     0.00012
  2950	     1.12460	     0.00011
  3000	     1.04613	     0.00010
  3050	     0.97386	     0.00010
  3100	     0.90654	     0.00009
  3150	     0.84418	     0.00009
  3200	     0.78631	     0.00008
  3250	     0.73264	     0.00008
  3300	     0.68261	     0.00007
  3350	     0.63645	     0.00007
  3400	     0.59327	     0.00007
  3450	     0.55316	     0.00006
  3500	     0.51596	     0.00006
  3550	     0.48135	     0.00006
  3600	     0.44918	     0.00005
  3650	     0.41929	     0.00005
  3700	     0.39140	     0.00005
  3750	     0.36549	     0.00004
  3800	     0.34112	     0.00004
  3850	     0.31853	     0.00004
  3900	     0.29769	     0.00004
  3950	     0.27808	     0.00004
  4000	     0.25982	     0.00003
  4050	     0.24281	     0.00003
  4100	     0.22701	     0.00003
  4150	     0.21217	     0.00003
  4200	     0.19838	     0.00003
  4250	     0.18544	     0.00003
  4300	     0.17351	     0.00002
  4350	     0.16229	     0.00002
  4400	     0.15175	     0.00002
  4450	     0.14200	     0.00002
  4500	     0.13287	     0.00002
  4550	     0.12437	     0.00002
  4600	     0.11638	     0.00002
  4650	     0.10896	     0.00002
  4700	     0.10201	     0.00002
  4750	     0.09552	     0.00002
  4800	     0.08944	     0.00001
  4850	     0.08373	     0.00001
  4900	     0.07844	     0.00001
  4950	     0.07345	     0.00001
