     0	 20442.56689	    30.68251
    50	  3281.74847	     4.53060
   100	  1328.86755	     1.70548
   150	   743.34280	     0.89046
   200	   481.35918	     0.54427
   250	   341.67030	     0.36636
   300	   256.63105	     0.26252
   350	   199.86678	     0.19633
   400	   161.08911	     0.15211
   450	   132.06400	     0.12069
   500	   110.59593	     0.09789
   550	    93.78909	     0.08070
   600	    80.16843	     0.06737
   650	    69.24926	     0.05693
   700	    60.27081	     0.04862
   750	    52.94654	     0.04191
   800	    46.62087	     0.03639
   850	    41.27225	     0.03179
   900	    36.74195	     0.02795
   950	    32.74993	     0.02470
  1000	    29.37065	     0.02194
  1050	    26.37452	     0.01957
  1100	    23.73242	     0.01753
  1150	    21.43735	     0.01578
  1200	    19.41473	     0.01424
  1250	    17.55961	     0.01288
  1300	    15.94511	     0.01170
  1350	    14.55442	     0.01065
  1400	    13.21864	     0.00970
  1450	    12.08786	     0.00889
  1500	    11.05474	     0.00814
  1550	    10.10279	     0.00748
  1600	     9.26297	     0.00688
  1650	     8.49311	     0.00634
  1700	     7.79313	     0.00586
  1750	     7.15754	     0.00542
  1800	     6.56785	     0.00501
  1850	     6.05962	     0.00465
  1900	     5.57981	     0.00432
  1950	     5.14488	     0.00401
  2000	     4.74905	     0.00374
  2050	     4.38411	     0.00348
  2100	     4.04018	     0.00324
  2150	     3.73706	     0.00303
  2200	     3.45954	     0.00283
  2250	     3.19349	     0.00264
  2300	     2.96761	     0.00248
  2350	     2.74475	     0.00232
  2400	     2.53699	     0.00217
  2450	     2.35405	     0.00204
  2500	     2.18469	     0.00191
  2550	     2.02758	     0.00180
  2600	     1.87851	     0.00169
  2650	     1.74653	     0.00159
  2700	     1.62334	     0.00149
  2750	     1.50326	     0.00140
  2800	     1.39539	     0.00132
  2850	     1.30090	     0.00124
  2900	     1.20801	     0.00117
  2950	     1.12434	     0.00110
  3000	     1.04656	     0.00104
  3050	     0.97623	     0.00098
  3100	     0.90706	     0.00093
  3150	     0.84340	     0.00087
  3200	     0.78571	     0.00082
  3250	     0.73218	     0.00078
  3300	     0.68258	     0.00073
  3350	     0.63675	     0.00070
  3400	     0.59347	     0.00066
  3450	     0.55334	     0.00062
  3500	     0.51592	     0.00059
  3550	     0.48127	     0.00056
  3600	     0.44857	     0.00053
  3650	     0.41978	     0.00050
  3700	     0.39003	     0.00047
  3750	     0.36440	     0.00045
  3800	     0.34072	     0.00042
  3850	     0.31856	     0.00040
  3900	     0.29749	     0.00038
  3950	     0.27862	     0.00036
  4000	     0.25960	     0.00034
  4050	     0.24326	     0.00032
  4100	     0.22715	     0.00031
  4150	     0.21276	     0.00029
  4200	     0.19792	     0.00028
  4250	     0.18590	     0.00026
  4300	     0.17354	     0.00025
  4350	     0.16209	     0.00024
  4400	     0.15184	     0.00022
  4450	     0.14209	     0.00021
  4500	     0.13326	     0.00020
  4550	     0.12416	     0.00019
  4600	     0.11632	     0.00018
  4650	     0.10905	     0.00017
  4700	     0.10232	     0.00016
  4750	     0.09536	     0.00016
  4800	     0.08962	     0.00015
  4850	     0.08377	     0.00014
  4900	     0.07858	     0.00013
  4950	     0.07342	     0.00013
